"Protein","Count_NP","Count_Comp","Count_ABP","Mean_NP","Mean_Comp","Mean_ABP","Fold_change_NP_vs_Comp","Fold_change_NP_vs_ABP","Fold_change_Comp_vs_ABP","P_value_A_NP_vs_Comp","P_value_A_NP_vs_ABP","P_value_A_Comp_vs_ABP","Flag_A_NP_vs_Comp","Flag_A_NP_vs_ABP","Flag_A_Comp_vs_ABP","Protein_Collection_ID","Protein_Collection","Description","Reference_ID","Residue_Count","Monoisotopic_Mass","Protein_ID"
"tr|F1M5N4|F1M5N4_RAT",0,3,3,NA,4.65015471330085,4.75889240597318,NA,NA,-0.108737692672329,NA,NA,0.136378699107916,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Malic enzyme OS=Rattus norvegicus (Rat) OX=10116 GN=Me3 PE=3 SV=",143096223,605,67165.6953125,5199799
"sp|P63144|KCAB1_RAT",1,0,0,4.96273997589792,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Voltage-gated potassium channel subunit beta-1 OS=Rattus norvegi",143081261,401,44681.1328125,67464
"sp|P41562|IDHC_RAT",3,3,3,4.66003810234957,4.69696288395425,4.71890926143862,-0.0369247816046796,-0.0588711590890432,-0.0219463774843636,0.542057005320067,0.342606941590223,0.714165002676017,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Isocitrate dehydrogenase [NADP] cytoplasmic OS=Rattus norvegicus",143080642,414,46704.52734375,212469
"tr|D3Z7Z5|D3Z7Z5_RAT",0,1,0,NA,4.68040758593198,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","RAN-binding protein 10 OS=Rattus norvegicus (Rat) OX=10116 GN=Ra",143089251,718,77766.75,224783
"sp|Q6IFU7|K1C42_RAT",3,1,1,4.7140624150992,4.73664615628605,4.75509878651744,-0.0225837411868444,-0.0410363714182349,-0.0184526302313905,0.594259352791625,0.372157643701977,0.716032854750513,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Keratin, type I cytoskeletal 42 OS=Rattus norvegicus (Rat) OX=10",143084443,452,50181.92578125,234039
"tr|B2GUZ9|B2GUZ9_RAT",3,3,3,4.76257501141051,4.85089490148566,5.4337912809966,-0.0883198900751498,-0.671216269586089,-0.582896379510939,0.680176475235511,0.0166054877895477,0.0288982816474849,0,-1,-1,3660,"Rattus_norvegicus_UniProt_2020-06-29","DUF1394 domain-containing protein OS=Rattus norvegicus (Rat) OX=",143088851,324,36752.65234375,102974
"sp|Q99PF5|FUBP2_RAT",2,3,3,4.78473394774064,4.7422409418876,4.7716800566524,0.0424930058530419,0.0130538910882416,-0.0294391147648003,0.626333597742045,0.879716113409945,0.704642189945216,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Far upstream element-binding protein 2 OS=Rattus norvegicus (Rat",143085429,721,74180.4921875,214381
"sp|O54747|DPOD1_RAT",2,0,0,4.65791230068493,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","DNA polymerase delta catalytic subunit OS=Rattus norvegicus (Rat",143078970,1103,123522.8671875,213481
"sp|P48721|GRP75_RAT",3,3,3,4.73148213766264,4.75710109939007,4.80694190521502,-0.0256189617274343,-0.075459767552382,-0.0498408058249478,0.64288988406417,0.200667400850766,0.379107755539037,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Stress-70 protein, mitochondrial OS=Rattus norvegicus (Rat) OX=1",143080748,679,73811.8515625,5199036
"sp|P14659|HSP72_RAT",1,3,3,4.93908901834244,4.63549230672968,4.937817756734,0.303596711612754,0.00127126160843449,-0.30232545000432,0.631477214169707,0.998371678676696,0.505740789744948,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Heat shock-related 70 kDa protein 2 OS=Rattus norvegicus (Rat) O",143079833,633,69598.6875,121693
"tr|G3V6R7|G3V6R7_RAT",1,2,3,4.60074766439601,4.80035920465428,4.76335417770998,-0.199611540258262,-0.16260651331397,0.0370050269442919,0.334471139694365,0.39462708088607,0.79394394538051,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Ratt",143096851,456,47974.23046875,222992
"tr|D3Z953|D3Z953_RAT",1,1,0,4.86041162794805,4.54469959336429,NA,0.315712034583757,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","TGc domain-containing protein OS=Rattus norvegicus (Rat) OX=1011",143089389,647,74046.291881726,19344141
"tr|F1MAB7|F1MAB7_RAT",1,1,1,5.02042364653905,4.60197038299327,4.7201433476146,0.41845326354578,0.30028029892445,-0.118172964621331,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Diacylglycerol kinase OS=Rattus norvegicus (Rat) OX=10116 GN=Dgk",143096532,1050,115820.2890625,5425489
"tr|F1LU70|F1LU70_RAT",0,1,1,NA,4.7365919529526,4.67557872875909,NA,NA,0.0610132241935073,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","G-patch domain-containing protein OS=Rattus norvegicus (Rat) OX=",143095391,930,103140.0234375,5210511
"tr|A0A0G2K3D0|A0A0G2K3D0_RAT",0,1,0,NA,4.54954668978003,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Uncharacterized protein OS=Rattus norvegicus (Rat) OX=10116 GN=E",143087487,146,16926.001950429,49657039
"tr|M0R842|M0R842_RAT",1,0,0,4.68560350612615,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","G_PROTEIN_RECEP_F3_4 domain-containing protein OS=Rattus norvegi",143097726,862,97649.8515625,7281140
"tr|F1M153|F1M153_RAT",3,1,0,4.77509349364149,4.7638414477192,NA,0.0112520459222925,NA,NA,0.831411341757499,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","ANK_REP_REGION domain-containing protein OS=Rattus norvegicus (R",143095934,293,33265.851947949,49661484
"sp|Q8R2H7|TRAK2_RAT",2,1,0,4.73813992895601,4.68611633280396,NA,0.0520235961520541,NA,NA,0.808928189377828,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Trafficking kinesin-binding protein 2 OS=Rattus norvegicus (Rat)",143085120,913,101575.8203125,213702
"tr|F1LML6|F1LML6_RAT",1,0,0,4.63352939438883,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","PIP49_N domain-containing protein OS=Rattus norvegicus (Rat) OX=",143095070,428,48855.597915337,49660613
"sp|Q5BJR8|RXRG_RAT",0,1,0,NA,4.5920449896941,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Retinoic acid receptor RXR-gamma OS=Rattus norvegicus (Rat) OX=1",143082488,463,50860.5859375,223929
"sp|F1LP64|TRIPC_RAT",1,1,0,4.70568654445235,4.62600242648538,NA,0.0796841179669716,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","E3 ubiquitin-protein ligase TRIP12 OS=Rattus norvegicus (Rat) OX",143078681,2025,223787.56712572,19358004
"sp|P37285|KLC1_RAT",0,3,3,NA,5.22330464706479,4.7244292156598,NA,NA,0.498875431404988,NA,NA,0.175601358982703,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Kinesin light chain 1 OS=Rattus norvegicus (Rat) OX=10116 GN=Klc",143080586,560,63705.22265625,5432367
"tr|A0A0G2KA92|A0A0G2KA92_RAT",3,0,1,4.68613710435393,NA,4.82622092693757,NA,-0.14008382258364,NA,NA,0.116944630661557,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","DNA helicase OS=Rattus norvegicus (Rat) OX=10116 GN=Chd2 PE=1 SV",143088271,1840,212521.38939898,49658368
"sp|O08623|SQSTM_RAT",1,1,0,4.75340617370562,4.97926299552198,NA,-0.225856821816365,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Sequestosome-1 OS=Rattus norvegicus (Rat) OX=10116 GN=Sqstm1 PE=",143078779,439,47650.94921875,212598
"sp|A0JPN6|MED22_RAT",0,1,0,NA,4.97244770393724,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Mediator of RNA polymerase II transcription subunit 22 OS=Rattus",143078092,200,22298,217897
"tr|F1LS72|F1LS72_RAT",3,3,3,5.01313316899475,4.69802611789929,4.92763142022777,0.315107051095461,0.085501748766986,-0.229605302328475,0.316129689993318,0.776693594964621,0.455945751334387,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","SUMO-activating enzyme subunit 2 OS=Rattus norvegicus (Rat) OX=1",143095252,595,66297.457173274,49660977
"tr|D4A7T8|D4A7T8_RAT",1,1,0,4.6001594613331,4.56832860592843,NA,0.0318308554046727,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Family with sequence similarity 81, member A OS=Rattus norvegicu",143093862,364,41829.8125,5201060
"tr|D3ZX59|D3ZX59_RAT",0,0,1,NA,NA,4.96420052489953,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","RCG64164 OS=Rattus norvegicus (Rat) OX=10116 GN=LOC100362690 PE=",143092461,99,11187.10546875,232800
"sp|D4AEC2|CAMP2_RAT",2,3,1,4.77270396098344,4.71305111552923,4.78472764706945,0.0596528454542105,-0.012023686086013,-0.0716765315402235,0.130030452108308,0.775991372624958,0.143734510333496,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Calmodulin-regulated spectrin-associated protein 2 OS=Rattus nor",143078660,1470,165508.453125,7282472
"tr|Q4TU71|Q4TU71_RAT",1,1,1,4.7654753621888,4.79647938762931,4.5639223452311,-0.0310040254405095,0.201553016957694,0.232557042398203,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Homeobox domain-containing protein OS=Rattus norvegicus (Rat) OX",143098667,175,20250.291015625,226218
"tr|D3ZUD5|D3ZUD5_RAT",0,1,0,NA,4.66736249641655,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","LisH domain-containing protein OS=Rattus norvegicus (Rat) OX=101",143092079,1025,118274.015625,5197782
"sp|Q9QXY2|SRCN1_RAT",2,2,1,4.83812171781552,4.62028713216631,4.67088064265058,0.217834585649213,0.167241075164934,-0.050593510484279,0.31712451434966,0.494436327680812,0.825456132884387,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","SRC kinase signaling inhibitor 1 OS=Rattus norvegicus (Rat) OX=1",143085797,1197,129664.6328125,218494
"tr|D3ZTA2|D3ZTA2_RAT",2,0,1,4.78808552891744,NA,4.91094738080078,NA,-0.122861851883342,NA,NA,0.00954170458033948,NA,0,-1,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","TBC1 domain family member 31 OS=Rattus norvegicus (Rat) OX=10116",143091916,1061,123482.3671875,5426096
"tr|A0A0G2K884|A0A0G2K884_RAT",0,1,0,NA,4.65822765749048,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","LON peptidase N-terminal domain and ring finger 3 OS=Rattus norv",143088027,809,90118.199245618,49657968
"sp|D3ZFD0|MY18A_RAT",3,0,0,4.80886142844496,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Unconventional myosin-XVIIIa OS=Rattus norvegicus (Rat) OX=10116",143078458,2044,232523.42124002,49659270
"tr|O70185|O70185_RAT",1,0,0,4.97518346023924,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Nuclear factor 1 OS=Rattus norvegicus (Rat) OX=10116 GN=Nfib PE=",143098444,561,62678.60546875,2493188
"tr|Q4V8H9|Q4V8H9_RAT",1,1,0,4.65664597854255,4.6520184769134,NA,0.00462750162915082,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","TPR_REGION domain-containing protein OS=Rattus norvegicus (Rat)",143098702,464,53909.90234375,226711
"tr|D3Z932|D3Z932_RAT",0,0,1,NA,NA,4.59456849402004,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Uncharacterized protein OS=Rattus norvegicus (Rat) OX=10116 GN=E",143089377,155,18355.519311354,49659053
"tr|A0A0G2K689|A0A0G2K689_RAT",0,2,1,NA,4.71361080080042,4.76479251921674,NA,NA,-0.051181718416319,NA,NA,0.814848142583429,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","KH type-2 domain-containing protein OS=Rattus norvegicus (Rat) O",143087817,132,14392.71844785,49657589
"tr|D4ADZ2|D4ADZ2_RAT",2,0,2,4.87658039587178,NA,4.80760797090461,NA,0.0689724249671713,NA,NA,0.724808838794323,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","BICD cargo adaptor 1 OS=Rattus norvegicus (Rat) OX=10116 GN=Bicd",143094764,835,95772.240611718,19343925
"sp|P70569|MYO5B_RAT",1,1,2,4.63839340432942,4.71585001068375,4.66769740183519,-0.0774566063543283,-0.0293039975057736,0.0481526088485547,0.831364373696131,0.924907960775538,0.877564769327131,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Unconventional myosin-Vb OS=Rattus norvegicus (Rat) OX=10116 GN=",143081348,1846,213586.953125,211366
"sp|P41224|TEF_RAT",0,2,0,NA,4.63344532169458,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Thyrotroph embryonic factor OS=Rattus norvegicus (Rat) OX=10116",143080631,301,33137.98046875,219268
"tr|M0R8E8|M0R8E8_RAT",1,1,1,4.73911121294963,4.53133183908844,4.83268289041699,0.207779373861185,-0.0935716774673612,-0.301351051328546,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Importin N-terminal domain-containing protein OS=Rattus norvegic",143097763,976,112651.22219865,49663338
"tr|F1LWY5|F1LWY5_RAT",0,1,0,NA,4.81820709911763,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Zinc finger protein 596-like OS=Rattus norvegicus (Rat) OX=10116",143095624,410,48234.959435389,49661237
"sp|Q08415|KAT1_RAT",0,3,2,NA,4.7957279559144,4.73121031037575,NA,NA,0.064517645538646,NA,NA,0.232852007551711,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Kynurenine--oxoglutarate transaminase 1, mitochondrial OS=Rattus",143081775,457,51618.84765625,233378
"sp|Q63270|ACOC_RAT",3,3,3,4.76302392508176,4.77500147581518,4.8269512147701,-0.0119775507334143,-0.0639272896883334,-0.0519497389549191,0.872400131780963,0.405478134095387,0.494631098647365,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Cytoplasmic aconitate hydratase OS=Rattus norvegicus (Rat) OX=10",143083603,889,98065.328125,216283
"tr|D3ZRW5|D3ZRW5_RAT",1,0,0,4.74725633963779,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Protein Wnt OS=Rattus norvegicus (Rat) OX=10116 GN=Wnt10a PE=3 S",143091722,417,46389.1640625,211778
"sp|P49432|ODPB_RAT",3,3,3,4.71859439776587,4.83241264299787,5.16654695352679,-0.113818245232001,-0.447952555760924,-0.334134310528923,0.642651240559843,0.10299473424835,0.201681939108273,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",143080774,359,38957.02734375,234532
"tr|F1LV07|F1LV07_RAT",1,1,1,4.61088124989644,4.72506569282005,4.68833583500195,-0.114184442923607,-0.0774545851055128,0.0367298578180941,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Dynein, axonemal, heavy chain 9 OS=Rattus norvegicus (Rat) OX=10",143095449,4330,495883.12686484,49661138
"tr|D3ZDS2|D3ZDS2_RAT",1,1,0,5.7486766361663,4.45195512227935,NA,1.29672151388695,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","SRCR domain-containing protein OS=Rattus norvegicus (Rat) OX=101",143089988,509,55582.16379206,49659208
"sp|Q63862|MYH11_RAT",2,2,2,4.57506074041343,4.67281495806881,5.25570678595822,-0.0977542176553712,-0.680646045544782,-0.58289182788941,0.839081479057428,0.221033100210491,0.278681532512396,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Myosin-11 (Fragment) OS=Rattus norvegicus (Rat) OX=10116 GN=Myh1",143083775,1327,152397.53125,5203296
"sp|Q9Z1N3|MYO9A_RAT",2,2,1,4.66846714194408,4.68330714054363,4.6667981572848,-0.0148399985995491,0.001668984659279,0.0165089832588281,0.914846425092164,0.992152295052913,0.922603848989276,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Unconventional myosin-IXa OS=Rattus norvegicus (Rat) OX=10116 GN",143086083,2626,301193.28125,216997
"sp|P29266|3HIDH_RAT",3,3,3,4.78102770181203,4.8160883799446,4.69663003777665,-0.0350606781325711,0.0843976640353743,0.119458342167945,0.768437444755807,0.486330369770522,0.334293160766053,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Rattus norv",143080352,335,35279.6015625,214874
"tr|Q566C9|Q566C9_RAT",0,1,0,NA,4.61028806110172,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","IRG-type G domain-containing protein OS=Rattus norvegicus (Rat)",143098720,410,47035.46484375,247608
"tr|A7YY82|A7YY82_RAT",1,0,1,4.5462065003024,NA,4.73439443447236,NA,-0.188187934169959,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Jrk helix-turn-helix protein OS=Rattus norvegicus (Rat) OX=10116",143088562,557,62194.81640625,218013
"sp|Q1WIM2|CADM2_RAT",0,2,2,NA,4.76840350415926,4.83633045693327,NA,NA,-0.0679269527740143,NA,NA,0.464311618651054,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Cell adhesion molecule 2 OS=Rattus norvegicus (Rat) OX=10116 GN=",143081840,435,47498.15234375,5219003
"tr|D3ZQ67|D3ZQ67_RAT",2,2,2,4.64646264810875,4.57545085943496,4.70889396723113,0.0710117886737933,-0.0624313191223749,-0.133443107796168,0.720963660808436,0.752860817645824,0.514300686125212,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","ETAA1 activator of ATR kinase OS=Rattus norvegicus (Rat) OX=1011",143091498,872,96477.2734375,228085
"sp|A0A096MK47|MLIP_RAT",0,1,0,NA,4.71740772096978,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Muscular LMNA-interacting protein OS=Rattus norvegicus (Rat) OX=",143078065,807,86133.318870948,49654884
"sp|P15087|CBPE_RAT",0,3,2,NA,4.84805987742825,4.7850835702361,NA,NA,0.0629763071921499,NA,NA,0.502961324460281,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Carboxypeptidase E OS=Rattus norvegicus (Rat) OX=10116 GN=Cpe PE",143079847,476,53275.359375,220125
"sp|Q64560|TPP2_RAT",3,3,3,4.70318466300126,4.72519374142018,4.75569575879069,-0.022009078418928,-0.0525110957894306,-0.0305020173705026,0.774960022301176,0.502277345616112,0.692915972415685,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Tripeptidyl-peptidase 2 OS=Rattus norvegicus (Rat) OX=10116 GN=T",143083870,1249,138205.546875,5197181
"sp|D3ZW91|POC1B_RAT",1,0,1,4.7083318135281,NA,4.61217619579826,NA,0.0961556177298455,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","POC1 centriolar protein homolog B OS=Rattus norvegicus (Rat) OX=",143078556,477,53477.933250115,19354333
"sp|P0CAX5|OPHN1_RAT",1,1,2,4.43723178488963,4.62192757474903,4.70518374085323,-0.184695789859397,-0.267951955963597,-0.0832561661042002,0.404342078793257,0.263858736042438,0.608541543279496,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Oligophrenin-1 OS=Rattus norvegicus (Rat) OX=10116 GN=Ophn1 PE=1",143079639,802,91780.7109375,5212128
"sp|A6JUQ6|CLVS2_RAT",1,0,0,4.92693449297519,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Clavesin-2 OS=Rattus norvegicus (Rat) OX=10116 GN=Clvs2 PE=1 SV=",143078169,327,37892.375,211492
"sp|O88794|PNPO_RAT",3,3,3,4.78167528570813,4.82883967580698,4.76998745380842,-0.0471643900988594,0.0116878318997058,0.0588522219985652,0.564415737709617,0.884855051187037,0.47560271037693,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Pyridoxine-5'-phosphate oxidase OS=Rattus norvegicus (Rat) OX=10",143079173,261,30164.994140625,218179
"sp|P07871|THIKB_RAT",3,2,0,4.73223355757155,4.75650763721721,NA,-0.0242740796456555,NA,NA,0.809251586757548,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","3-ketoacyl-CoA thiolase B, peroxisomal OS=Rattus norvegicus (Rat",143079467,424,43792.65625,228129
"sp|P32362|DCUP_RAT",2,3,3,4.69277127170446,4.71020955944893,4.74669850364377,-0.0174382877444721,-0.0539272319393129,-0.0364889441948408,0.692236453136497,0.25112042386223,0.37142338643185,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Uroporphyrinogen decarboxylase (Fragment) OS=Rattus norvegicus (",143080455,364,40426.83203125,5251576
"tr|Q8CJE3|Q8CJE3_RAT",3,2,0,4.72192276557914,4.75457302922699,NA,-0.0326502636478532,NA,NA,0.800776247500411,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Myosin VIIA OS=Rattus norvegicus (Rat) OX=10116 GN=Myo7a PE=2 SV",143099557,2177,250954.171875,212636
"tr|D3Z8W6|D3Z8W6_RAT",0,2,2,NA,4.66028705244644,4.71345279130497,NA,NA,-0.0531657388585316,NA,NA,0.698150369123611,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","DH domain-containing protein OS=Rattus norvegicus (Rat) OX=10116",143089358,852,95105.642616675,49659045
"sp|O55171|ACOT2_RAT",1,3,3,4.8993933491056,4.80180497098703,4.73247327664599,0.0975883781185658,0.166920072459607,0.0693316943410416,0.0735752832666865,0.0145916663819888,0.0726736235160492,0,1,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Acyl-coenzyme A thioesterase 2, mitochondrial OS=Rattus norvegic",143079028,453,49669.69140625,212968
"tr|A0A0G2KAD4|A0A0G2KAD4_RAT",0,1,0,NA,4.4558270898972,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Protein LBH OS=Rattus norvegicus (Rat) OX=10116 GN=Lbh PE=1 SV=1",143088285,104,12025.615510867,49658392
"tr|A0A0G2K869|A0A0G2K869_RAT",0,1,2,NA,5.98098005756784,5.16868690416286,NA,NA,0.812293153404979,NA,NA,0.47984082759083,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Peptidyl-prolyl cis-trans isomerase OS=Rattus norvegicus (Rat) O",143088025,164,17635.56493728,49657957
"tr|D4A6J4|D4A6J4_RAT",1,0,1,4.75648974758269,NA,4.82314299376285,NA,-0.0666532461801621,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","DNA topoisomerase OS=Rattus norvegicus (Rat) OX=10116 GN=Top3a P",143093686,1002,111669.25306909,49660164
"sp|Q5XIA1|NCLN_RAT",1,1,1,4.56152840548418,4.83764508800426,5.00174317651141,-0.276116682520086,-0.440214771027231,-0.164098088507146,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Nicalin OS=Rattus norvegicus (Rat) OX=10116 GN=Ncln PE=2 SV=1",143083222,563,62952.4921875,5322354
"tr|D3ZA38|D3ZA38_RAT",2,0,1,4.80133890776735,NA,4.66695967954371,NA,0.134379228223646,NA,NA,0.436365574320703,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Myosin binding protein C, fast-type (Predicted) OS=Rattus norveg",143089516,1153,128855.375,7281906
"tr|F1LY14|F1LY14_RAT",0,0,2,NA,NA,4.62579060450556,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Anoctamin OS=Rattus norvegicus (Rat) OX=10116 GN=Ano9 PE=1 SV=1",143095715,746,86892.535951541,19360256
"sp|P61589|RHOA_RAT",1,3,3,4.76341015808686,4.80832833123992,5.39592734983404,-0.0449181731530635,-0.63251719174718,-0.587599018594116,0.927701345345135,0.245413116811235,0.148496091696523,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Transforming protein RhoA OS=Rattus norvegicus (Rat) OX=10116 GN",143081123,193,21768.0859375,116204
"sp|Q9JM47|CSEN_RAT",2,0,0,4.76010778796226,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Calsenilin OS=Rattus norvegicus (Rat) OX=10116 GN=Kcnip3 PE=1 SV",143085735,256,29451.6484375,220098
"sp|Q02563|SV2A_RAT",2,3,3,4.60675542155423,4.80514681270656,4.91696785866754,-0.198391391152335,-0.31021243711331,-0.111821045960975,0.00348617118459436,0.000459485789255078,0.0221322565181051,-1,-1,-1,3660,"Rattus_norvegicus_UniProt_2020-06-29","Synaptic vesicle glycoprotein 2A OS=Rattus norvegicus (Rat) OX=1",143081656,742,82607.9375,5196886
"tr|F1LSK5|F1LSK5_RAT",0,1,2,NA,4.85133267330734,4.70553122617989,NA,NA,0.145801447127441,NA,NA,0.545621642954802,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","HEAT repeat-containing 5A OS=Rattus norvegicus (Rat) OX=10116 GN",143095265,2041,220070.8125,5199742
"sp|Q99MS0|S14L2_RAT",3,3,3,4.77495807149042,4.85184112723891,4.86098757817981,-0.0768830557484934,-0.0860295066893908,-0.00914645094089739,0.201913745831016,0.160018305479561,0.870262467799694,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","SEC14-like protein 2 OS=Rattus norvegicus (Rat) OX=10116 GN=Sec1",143085395,403,46136.5703125,213585
"sp|P19234|NDUV2_RAT",0,3,0,NA,4.64759626140057,NA,NA,NA,NA,NA,NA,NA,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS",143080011,248,27360.880859375,226066
"sp|Q63344|MOT2_RAT",0,2,1,NA,4.80026984540842,4.69316407119686,NA,NA,0.107105774211555,NA,NA,0.115221168132914,0,0,0,3660,"Rattus_norvegicus_UniProt_2020-06-29","Monocarboxylate transporter 2 OS=Rattus norvegicus (Rat) OX=1011",143083619,489,53022.79296875,220178
